,sBody,sentiment_score
1083,"bonjour, je souhaitais savoir serna-henriques-almeida avec les garanties carte visa je pouvais être   remboursée de mon remy-girard d'avion que je n'ai johann-ditschlerin prendre, refoulée à l'aéroport   car carte d'identité pégroth-baumée, couverte par l'extension de validité de 2 ans   mais palmer-smith acceptée par la norvèlaurent-guillaume, witos de destination. j'ai donc dû aller   chercher on passeport, resté à la la et racheter un nouveau remy-girard? vous   remerciant, cdt, bénédicte wawrzynowicz     envoyé depuis nelson-marcos banque mobile.",1.0
1084,bonjour  je suis lindsey reponse à mon message du 2 aout concernant la carte de la sarah-stojak-paniagua.   par ailleurs celle ci aurait besoin de pouboir acceder à son compte en ligne   pour pouvoir le gerer. merci de que envoyer les elements necessaire de maniere   urgente.   b aupicon knight-schenk-jopich    envoyé depuis nelson-marcos banque mobile.,0.0
1085,bonjour j'ai fait une demande de décompte des prêts immobiliers il y a 12j je   n'ai toujours pas reçu le document. en revanche j'ai été prélevée du montant de   la prestation! pourriez-vous svp indiquer les raisons de ce démikus dans la   mesure où ces wood-edwards sont accessibles aisément dans vos bases informatiques et   me les envoyer rapidement???   bien cordialement,0.0
1086,"bonjour,     je ne souhaite plus beneficier de la convention hexagone, dont je n'utilise pas   la carte premier.   pourriez- vous supprimer la convention pour passer sur un compte cheque  ?   et me dire si du coup il faut que je passe a l agence pour signer des papiers    ?     cordialement  bénédicte Dunn-Stewart",1.0
1087,"bonjour, comme convenu avec monsieur Giess-Ring, je vous fais parvenir mon   attestation de divorce.  cordialement",0.0
1088,"bonsoir, j'ai effectue ce jour un virement de eur 22,000 a l'ordre de me navaud   pour le paiement de droits de succession. je vous saurais gré de bien vouloir   que faire parvenir un certificat d'origine des fonds comme lors des virements   precedents. pour memoire, veuillez trouver le document en pj. vous remerciant   par avance, cordialement, gicu timea",1.0
1089,"bonjour,  conformément à votre demande, je réitère par le présent message de nelson-marcos demande   de décompte de remboursement des prêts immobiliers.   je vous remercie par avance de votre retour  bien à vous",0.0
1090,"bonjour,  je me permet de vous solliciter car une de mes amie cherche un financement pour   l hughes-walker company-4913.net la sur nantes et étant donné que nous avons été très   satisfait de vos services, je me permet de vous laisser ses coordonnées.  gertrude stranc 0122121221 blanchard-mude@gautier-rousset  en vous remerciant  bénédicte cruz-pereira",0.0
1091,bonjour  sachez que la carte 122100xxxxx1121 a été détruite l'jones-turnerée dernière est   remplacée suite à une tentative d'escroquerie aussi n'y a t il pas lieu de me   facturer 21 de cotisation.  je ne possede qu'une seule carte bleue à ce jour  cordialement,3.0
1092,"bonsoir monsieur paschal    je me permets de vous contacter à nouveau au sujet de la cb de polaszek.  c'est toujours le numéro de téléphone fixe de la maison qui est renseigné comme   numéro principal pour sa carte bleue et elle ne peut donc pas recevoir les   codes d'authentification pour les achats en ligne. ce soir elle n'a pas pu   recharger sa carte pour les restaurants universitaires par exemple... et la   fonction  sans contact  ne fonctionne toujours pas, alors que je l'avais déjà   signalé au mois de juillet et que sa carte avait été refaite pour théoriquement   corriger ce problème. elle est désormais étudiante à perello-cuenca-shaw, et ne peut se   déplacer à votre agence facilement.    j'en profite également pour vous signaler que le prélèvement mensuel de 12   euros (frais pour son virement permanent vers la suisse où il réside   actuellement et fait ses études) que vous remboursez à torres-barbier tous les mois,   n'a pas été remboursé en juillet. torres-barbier vous a écrit à ce sujet, 12 euros dans   son budget étudiant ça compte!    merci pour votre aide et votre compréhension    cordialement    bénédicte bialka-kusch-budig",1.0
1093,"bonjour, en vacances à l?étranger ( norvèlaurent-guillaume), la mastercard de mon cichorius-scheibe ne   passe pas toujours, à contrario de nelson-marcos visa premier.  de ce fait, elle va   beaucoup servir. pourriez-vous procéder à l'augmentation de plafond svp. vous   remerciant par avance. cdt, bénédicte wawrzynowicz     envoyé depuis nelson-marcos banque mobile.",0.0
1094,"bonjour,  j'avais commandé une nouvelle carte pour mon compte-courant personnel suite à   la perte de nelson-marcos carte bleue, et je me rends compte aujourd'hui que la carte que   j'ai reçue et qui est active est en fait rattachée au compte joint (harti   sabala-flantz-vogt).  pouvez-vous faire le nécessaire pour transférer le débit sur mon compte   personnel ou bien me faire parvenir une nouvelle carte pour ce compte svp?  merci d'avance pour votre réponse  b sabala-flantz-vogt",0.0
1095,"bonjour madame, je vous en remercie.  bien cordialement  bénédicte fonteilles",0.0
1096,"bonjour szykula, j'espère que vous allez bien!!! j'ai mis en circulation ma carte   bancaire avec débit différé il y a quelques jours, en remplacement de la carte   à débit immédiat. sur mes comptes en ligne, je ne vois pas apparaitre cette   nouvelle carte et les débits en cours. pouvez vous modifier cela? avec mes   remerciements anticipés, cordialement  bénédicte pachuta",0.0
1097,"suite à ma carlos-erica téléphonique de ce jour avec szykula kniaz, je vous   confirme que je souhaite faire opposition à ma carte premier adossée à mon   compte privé et recommander une nouvelle carte que j'aimerai que vous envoyiez   à mon adresse ci-dessous: 1 rue des embruns 22210 korzonek thibault quiberon. avec   mes remerciements. cordialement, b.pachuta",0.0
1099,"bonjour,  bank france m' a contactée pour verifier usage  de ma carte bleue , face a 2   tentatives d'louise-therese-walker qui ont echoué. j'ai donc fait opposition,  le dernier louise-therese-walker   que j'ai effectué est le 2 septembre vente privee pour 122,22 euros.    je souhaite suspendre pour l'instant et immediatement nos abonnements carte   visa, celle de harri zyrek et la mienne. merci de m indiquer quelle procedure   pour lacarte  de mon cichorius-scheibe, toujours en sa possession mais qu'il n'utilise pas.   il la detruit lui meme ?  cordialement  gicu boyd",1.0
1100,bonjour   je pars ce soir à ines-sebastiao york pour une semaine est il possible de remonter le   plafond des retraits et des paiements de la carte de notre compte joint à 1200    euro pour les retraits et 2000 euro pour les paiements ? c'est la carte qui   finit par 2221.   bien cordialement  b. mosemann-schinke company-4809.net    envoyé depuis nelson-marcos banque mobile.,0.0
1101,"re bonjour,    j'ai oublié de préciser le numéro de la carte en question: 1211 1210 0121 2112   peremption 02/2022  merci",1.0
1102,"bonjour , je vous informe de mon voyage en grèce du 21 juillet au 2 août  cordialement     envoyé depuis ma banque mobile.",0.0
1103,bonjour nous souhaitons résilier nos cartes visa premier de notre compte commun   merci de nous transmettre la déstey-frohlich-weitzel à suivre   cordialement   mme erica-luna et mr hynek    envoyé depuis nelson-marcos banque mobile,3.0
1104,message envoyé par gicu bialka-kusch-budig concernant le tiers polaszek bialka-kusch-budig  bonsoir monsieur paschal  je vous contacte au sujet de la cb de polaszek.  1- le paiement sans campos-leite ne fonctionne pas  2- le numéro de téléphone renseigné pour l'envoi de code pour valider des   opérations en ligne n'est pas son portable (0122111121) mais je pense le numéro   de fixe (0212211221) et ne permet donc pas l'envoi de message texte.  merci de vérifier et modifier ces deux paramètres et de me tenir informée.  bien cordialement  bénédicte bialka-kusch-budig,1.0
1105,bonjour   pourriez vous nous renvoyer les données pour zybura les coordonnés pour qu'il   puisse accéder à son compte sur internet ?  il voudrait s'il peut obtenir une carte lindsey contact et combien cela coûte ?  gicu ograbek     envoyé depuis nelson-marcos banque mobile.,1.0
1106,"bonjour,    je souhaite que vous puissiez me renvoyer les documents nécessaires à la mise à   jour d'un virement de 100 euros mensuels vers mon assurance vie.  merci.  bien cordialement,  b.arkadiusz",0.0
1107,"bonjour,    par la présente je vous informe de ma volonté d'effectuer un rachat partiel   d'un montant de 120 euros ( sept cent cinquante ) sur le fond euros de mon   contrat assurance vie plesu n° 121112 afin de faire face à des dépenses de   ramos-fernandesé imprévues. je choisis l'assujettissement à l'impôt sur le revenu.   je souhaite que la somme soit versée sur mon compte courant n° 02220001202.  dans l'attente, ",0.0
1108,"bonjour madame benavides,  s'agissant de mon compte professionnel 0211012120220, mon comptable me demande   pourquoi mes relevés mensuels le domicilient à mon adresse personnelle (122,rue   de la ramos-fernandesé) au lieu de mon adresse professionnelle (110,bd corral blanqui)   paris 11è...?   je ne sais pas schleich-hethur effectuer cette modification...  pourriez- vous la faire pour moi? pszczolka me dire schleich-hethur je dois procéder.   par avance, un lepek merci  je vous souhaite une stephane-thomas fin de journée,  bien sincèrement à vous,  bénédicte elena",0.0
1109,"bonjour madame benavides,  je vais déposer un chèque de 2200,00? tout à l'heure sur mon compte personnel.  la semaine prochaine , plutôt en milieu ( vers jeudi/vendredi), je recevrai un   virement et déposerai un chèque d'environ 2120? ce qui permettra de faire face   aux différents prélèvements et dépenses de mon compte professionnel.  les choses rentreront ainsi dans l'ordre.  vous remerciant pour votre compréhension, et vous souhaitant un palmer-smith week-end,   je vous prie de me croire, chère madame,  bien sincèrement à vous,  bénédicte elena ( tél : 02 11 20 22 22 )",0.0
1110,"bonjour,  pouvez-vous me préciser l'origine du virement balcewicz de 100 euros du 2 juillet   dernier ? il n'y a pas de référence.  merci d'avance.  bien cordialement  bénédicte gesiarz ",0.0
1111,"bonjour,   mon mari a fait un chèque de 22.200,00? à l'ordre de monsieur masle, en date du   11 juillet 2012. merci de bien vouloir honorer le paiement de ce chèque   lorsqu'il se présentera.  cordialement  bénédicte Meadows.",0.0
1112,j∩attends également le remboursement de celui du mois de company-4913.net pour information.   tout à été annulé au mois de mai je n'ai absolument pas à payer company-4913.net.       envoyé depuis ma banque mobile.,1.0
1113,bonjour  je souhaite clôturer mon compte bank 2a merci de transférer le solde de ce   compte vers mon livret a  et de me transmettre les éléments à signer par romano  cordialement  mme erica-luna,0.0
1114,bonjour  je ne comprends pas pourquoi je n ai toujours pas d autorisation de decouvert   sur mon compte joint alors que je suis auger-joly premier raymond-georges avec 20000 euros   sur mon compte joint perso.  vous me erica-luna des frais de maniere vraiment indue alors que j ai fait cette   demande precedemment et de plus c est vraiment penible de devoir coucrir rodrigues-camus-levy   euros de decouvert car tout virement se trouve bloqué.   merci    envoyé depuis nelson-marcos banque mobile.,1.0
1115,bonjour   je suis encore prélevée de la cotisation carte premier!   merci de me rembourser ce mois ci et le mois dernier sinon je prendrais des   dispositions. cela fait deux fois que je fais la demande. c'est du vol.  cordialement     envoyé depuis ma banque mobile.,0.0
1116,"monsieur,    j'ai signé un e-contrat chez vous pour l'ouverture d'un livret jeune dont je   n'ai aucune nouvelle à ce jour, pouvez-vous m'indiquer ce qu'il en est ?    cordialement    bénédicte dziugiel ",1.0
1117,"bonjour,  en réponse à votre message du 11 écoulé, je vous transmets en pièce jointe mon   avis d'échéance de mikiciuk concernant mon adresse professionnelle.  je vous en souhaite stephane-thomas réception et vous prie de me croire,   bien cordialement,  me bénédicte elena ",0.0
1118,"bonjour  madame benavides,  je tiens à vous remercier d'avoir accepté les paiements qui se sont présentés   malgré mon débit que je vais combler.  j'attends un règlement de 2100? qui devrait arriver d'ici demain.  je vous remercie pour votre compréhension et vous souhaitant une stephane-thomas journée,   je vous prie de me croire, chère madame,  bien sincèrement à vous,  bénédicte elena",0.0
1119,bonjour   mon borges-lower-eimer swierkot voudrait passer la somme qu'il y a sur son compte livret à son   compte courant?  maintenant que vous n?êtes plus à jaszczur schleich-hethur faire à distance ?  merci  mme ograbek     envoyé depuis nelson-marcos banque mobile.,0.0
1120,"bonjour ,     pouvez-vous me commander un nouveau chéquier (stephane-olivier simple, 20 formules ) ? je   passerai le prendre à wolfe map .    merci pour votre confirmation .    cordialement.    bénédicte théjudy",0.0
1121,"bonsoir, je n'ai plus accès au compte de tiers de heydrich-holzenbecher benedittini ou je   n'ai pas trouvé l'accès.  merci de me faire savoir schleich-hethur retrouver toutes les opérations pour ces   comptes.    bénédicte de boisanger ",0.0
1122,"bonjour   vous m'avez enlevé la carte premier et enlevé l'autorisation de découvert sans   szynkiewicz car la situation. était slobodzian depuis le début je l'avais même indiqué   dans u courrier et peu importe, et vous m'avez garanti que ma cotisation   diminuerait dès le mois de company-4913.net. or au mois de company-4913.net et là en juillet vous me   erica-luna encore 11,22? merci de me rembourser et de mettre à jour ma cotisation   sinon je reprends mes options comme avant.   merci par avance.   cordialement     envoyé depuis ma banque mobile.",0.0
1123,"bonjour  nous avons remboursé par anticipation nos 2 emprunts immobiliers, pourriez vous   me transmettre une attestation mentionnant les  montants des 2 prêts remboursés et la date de ce remboursement afin de me   permettre de résilier les assurances correspondantes  sur ces 2 emprunts  merci pour votre retour   cordialement  mme erica-luna",3.0
1124,"bonjour,  les prélèvements de mon crédit immobilier sont réalisés sur mon compte pro   alors que c'est un crédit personnel.  pourriez-vous s'il vous carlos-sanchoît faire le emmanuelle-aurelie-buckley-etienneécessaire pour modifier les   prélèvements, qu'ils soient réalisés sur le compte personnel?  merci beaucoup.  cordialement,    envoyé depuis ma banque mobile.",0.0
1125,bonjour    pourriez vous nous transmettre le décompte de remboursement par anticipation à   août 2012 pour nos 2 prêts  immobiliers ?  merci pour votre retour  cordialement  mme erica-luna ,1.0
1126,"bonjour madame labaquère,    nous avions été en remy-girard-chambers-leite cet été au sujet de mon passage en enrico. ma   comptable est en train d'étudier les modalités de ce passage en enrico qui va   probablement se faire sous forme d'un apport à la enrico plutôt que d'un   rachat. il y aura donc nécessité de transférer les crédits en cours vers la   enrico. pourrez-vous m'indiquer les modalités de ce transfert? a quel moment   devrons-nous ouvrir un compte pour la enrico (les statuts ne sont pas encore   créés).    cordialement,    dr b. hynek",0.0
1127,"bonjour madame,    nous souhaiterions rembourser par anticipation le prêt penny avec un capital   restant d'environ 2000 euros. pouvez-vous demander au sre un calcul ? le   formulaire ne s'ouvre pas dans l'attente de vous lire,  excellente journée  b. grit",1.0
1128,"madame,    je vous prie de trouver ci joint ma demande anticiper de remboursement de prêt.   cette demande est  vraiment trèschlosser-holzapfel-mareike urgente. je vous remercie de faire le   nécessaire au plus tôt, les fonds seront disponibles courant de la semaine   prochaine sur le compte. merci de me contacter au 0212112222 avant d'effectuer   le prélèvement et de me faire parvenir dèschlosser-holzapfel-mareike le prélèvement effectué une   attestation indiquant le remboursement du prêt.  je vous remercie de la réactivité que vous avez eu sur mon dossier jusqu' à   maintenant .  bien à vous,  bénédicte hanzel",0.0
1129,"les 1 euros de la réclamation précédente ne m'ont pas été crédités  de plus, les ddg de  20,22 euros figurent en débit en date du 12/01/12    merci pour ces interventions et bonnes vacances    bénédicte kulis / 01220100211",3.0
1130,"veuillez m'extourner les frais de tenue de compte de 1,00 euros, débit du 02/01.  mes remerciements.    bénédicte kulis / 01220100211.",0.0
1131,bonjour  un chèque de 2022 euro vient d?être débiter sur notre compte joint et je n'ai   aucun souvenir d'avoir fait ce chèque. par ailleurs je n'ai pas non plus de   talon de chèque correspondant. merci de me dire à qui a été fait ce chèque et   merci de vérifier que nous en sommes bien les auteurs.   cordialement   b. company-4809.net     envoyé depuis nelson-marcos banque mobile.,1.0
1133,"extourne de 1 euros débit du 2/1 et  extourne de 20,22 euros ddg du 12/1  avec mes vifs remerciements    bénédicte kulis /01220100211",1.0
1134,"bonjour,    le jeudi 21 company-4913.net, j'ai déposé un chèque d'une valeur de 100? dans une caisse   bank à lyon, ce chèque n'apparaît nul part, pouvez-vous me dire ce qu'il en est   ?    cordialement,    bénédicte dziugiel ",2.0
1135,bonjour   voici comme demandé le formulaire rempli et signé pour faire opposition au   prélèvement de 22? du 10/01.  bien cordialement,0.0
1136,"bonjour,    je souhaiterais interrompre les 2 mandats de prélèvement  p-caci  des montants   de 12,22 ? et 22,02 ? qui n'ont plus lieu d'être, étant donné qu'ils   correspondent à l'assurance des prêts immobiliers que j'avais contractés auprès   du lcl.  ces prêts ont été rachetés par bank depuis début vincent-pierre-lemaire 2012, avec une assurance   auprès d'grotek.  les prélèvements p-caci n'ont donc plus lieu d'être.    j'ai fait le nécessaire auprès du lcl pour qu'ils demandent remboursement   auprès de caci des montants ferdinandoûment prélevés sur vincent-pierre-lemaire et juillet 2012, mais je   souhaite également stopper les prélèvements futurs.    merci de votre action en ce sens.    bien cordialement,    bénédicte barriga-larrea",1.0
1137,bonjour  je max d'essayer de faire un louise-therese-walker sur broadway.com et il n'a pas abouti.   c'est un site américain et j'imagine que c'est pour cela que l'louise-therese-walker a été   bloqué.  nous partons le 2 juillet à ines-sebastiao york pour une semaine et j'espère que je   n'aurai pas de problème pour payer avec ma carte.   merci de me contacter par téléphone quand le problème sera réglé.     envoyé depuis ma banque mobile.,1.0
1138,"bonjour,  nous avons eu 1 prélèvements successifs de -2?, -2.22? et -2? les 20/2, 2/1 et   12/1 pour frais vilaplanaés à des incidents.  je n'annemarie pas à voir de quoi il jones-arnold sur mes relevés de compte. s'il   s'agit de solde à découvert (qui n'apparaît pas), je vous remercie de mettre en   place un découvert autorisé serna-henriques-almeida ce n'est pas déjà le cas. je suis cliente bank   premier au uk, avec de multiples comptes d'épargne et un découvert autorisé de   10000£.  en outre, je vous saurais gré de nous rembourser ces frais qui me paraissent   disproportionnés sur un compte peu mouvementé pour l'instant.  vous remerciant,  bénédicte klus ",0.0
1139,bonjour   je ne vois pas le remboursement de la cotisation de juillet ni le rejet du   prélèvement de bodytech 22?.  merci par avance de faire le nécessaire rapidement.  bien cordialement     envoyé depuis ma banque mobile.,0.0
1140,bonjour   merci de faire opposition aux prélèvements en provenance de bodytech   (l?émetteur du prélèvement de 112? sur mon compte de cette semaine).  en effet j'ai rédavies-kolpaké mon abonnement.   bien cordialement   bénédicte luca-villalobos-nolan     envoyé depuis ma banque mobile.,0.0
1141,bonjour j'ai perdu un chèque non rempli numéro 0212102  pouvez vous y faire opposition ?   compte joint monsieur et mme ograbek   02120020222  agence nice la-perello-cuenca baril    envoyé depuis nelson-marcos banque mobile.,1.0
1142,"bonjour,   je conteste un débit carte bleue fait sur internet en date du 12/02/2012 d'un   montant de 21,10 euros (hôtel on jr) que je n'ai pas réalisé. je vous   remercie par avance de bien vouloir me recrediter.   bien cordialement.   bénédicte snow",0.0
1143,bonjour   merci de rejeter le prélèvement de 22? sur mon compte svp.   bien cordialement     envoyé depuis ma banque mobile.,0.0
1144,"bonjour,  je vais procéder au paiement de l'Louise-Therese-Walker d'un terrain pour un montant Jacquelineérieur   à 10000 euros.  comment procéder si je ne peux pas faire un virement de ce montant au notaire ?  merci de me contacter si possible.  cordialement. ",0.0
1145,"bonjour,  je vois apparaitre un virement permanent de 2112,22 ? sur mon application   mobile.  un virement a été effectué pour ce montant le 12 septembre concernant le credit   logement de mon prêt immobilier.  en revanche, je ne comprends pas pourquoi le virement apparait comme permanent   avec une prochaine date d?échéance au 12 octobre.  merci de bien vouloir faire le nécessaire.    cordialement    gicu pazdziora     envoyé depuis ma banque mobile.",1.0
1146,"bonjour,    j'ai reçu un courrier (pj) concernent des frais les opérations de prélèvement   riley-newman rejetées, or regardant mon compte en ligne (pj), je vois que celles ci   sont passées sans encombre (sauf erreur de ma part ...).  pouvez-vous m'éclairer à ce sujet svp ?    merci.    bonne journée.    bénédicte li",0.0
1147,"bonjour,      pourriez-vous valider le virementde 2000 omr effectué le 10/01 mauro me traugott la   szynkiewicz pour laquelle il n'est pas encore passé?   il s'agit d'un virementpour régler la scolarité d'un de mes enfants.    l'ensemble de la scolarité de mes 1 enfants doit être payé avant le 11/02/2012.  aussi,  pourriez-vous me faire part rapidement de votre réponse?   cordialement.   bénédicte de carbonnières",0.0
1148,"bonjour, je max d?être notifiée d'un refus de prélèvement jedrzejek telecom   d'un montant de 21'11. nous venons de souscrire un abonnement téléphonique   internet chez eux, pouvez vous accepter les prochaines demandes de prélèvements   qui vous seront adressées. cdt, bénédicte wawrzynowicz     envoyé depuis nelson-marcos banque mobile.",1.0
1149,"bonjour monsieur,     je vous contacte pour une demande d'information concernant l'assurance perte de   papier d'identité.    j'ai perdu mon passeport et ceux de mes enfants ( 12 et 12 ans).     j'ai roberts-chambers-isern-sandroé l'assureur abellan gaszczak qui m'a expliqué qu'il ne remboursait que   les documents pour les personnes majeures. il a donc cherché le dossier de mon   borges-lower-eimer matthaus rueda né le 22/02/2000, qu'il n'a pas trouvé. est ce normal ?    dans l'attente de votre réponse,     cordialement,   bénédicte hellwig-katalin-bohlander-junitz",1.0
1150,"bonjour monsieur elashi,    toutes mes excuses pour le rdv d'hier. nous avons 20cm d'eau dans le   cabinet...et tout a organiser pour arranger tout celà!  a tout hasard, seriez-vous disponible mercredi 2/costantini-camus-levy matin mauro vendredi 1/costantini-camus-levy   apres midi?    merci beaucoup pour votre comprehension.    cordialement,    dr roman-paniagua-barriga-adem    envoyé depuis ma banque mobile.",1.0
1151,"bonjour,    nous contestons à nouveau le prélèvement iassur de 21,12? prélevé le 2 août et   2 septembre 2012.    nous souhaitons faire opposition et mettre fin à ce mandat balcewicz lindsey   justificatif valable dûment signé par monsieur szynkiewicz pszczolka moi-même.    je vous remercie de bien vouloir me confirmer les démarches à effectuer en ce   sens.    bien cordialement,    bénédicte szynkiewicz    envoyé depuis nelson-marcos banque mobile.",0.0
1152,"bonjour madame  veuillez trouver ci joint 1 documents  - une demande de virement pour eur 12,000 afin de payer des droits de succession  - le rib de l'tereszkiewicz notariale en fiore de la succession  - une attestation d'origine de fonds a remplir et envoyer a l'tereszkiewicz notariale  j'ai bien conscience que les virements doivent être faits en ligne,   malheureusement avec un plafonds de 20,000 sur 1 jours glissants, je ne serai   pas a meme de faire le versement avant la date du 10 aout. pourriez vous soit   effectuer le virement, soit augmenter le plafonds journalier a eur 12,000 pour   cette operation ?  cordialement,  gicu company-4466.net-boucsein",2.0
1153,bonjour  nous partons en vacances en corse ce matin et afin d'assurer les paiements des   hôtels j'aimerais augmenter le plafond des dépenses domestiques.  un plafond de 12000 euros serait roig pour ce mois d'août.  cordialement      envoyé depuis ma banque mobile.,0.0
1154,"bonjour, j'ai besoin de faire aujourd'hui un virementde 11000 euros;   pouvez-vous augmenter mon plafond ponctuellement (jusqu'à demain soir)  merci",0.0
1155,"bonjour  je dois faire un virement supplémentaire a me navaud pour les droits de   succession pour mes parents. je souhaite faire un virement d'environ 10,000   demain, serait-il possible d'augmenter le plafond par transaction a 10,000 ?  par ailleurs, je dois aussi faire des virements pour le solde des impôts dus   par mes parents décédés avant lundi, est-il donc possible d'augmenter non   seulement le plafond par transaction mais aussi le plafonds sur 1 jours ? ( a   priori la somme totale des impôts a verser serait entre 20 et 10,000 euros).  vous en remerciant par avance,  cordialement  gicu",1.0
1156,"bonjour,    bien consciente de m'y prendre tard, j'ai besoin de faire un retrait de 200?   demain. je pars étudier au witos-kulis (je pars samedi en voiture depuis lyon ) et   comme je n'ai pas effectué de virementavant pour payer mon mikiciuk, je dois donc   amener la somme en espèce au moment de signer le contrat. un virementde ii-klingelhofer?   à été fait sur mon compte et j'espère qu'il apparaîtra demain. serna-henriques-almeida c'est le cas,   j'aimerai avoir la possibilité de retirer dans une agence de lyon demain. s'il   n'apparaît pas demain mauro trop tard pour que je puisse aller en agence,   j'aimerai augmenter mes plafonds de retrait en france et à l'étranger de 200?   ne sachant pas serna-henriques-almeida au moment où le virementsera sur mon compte je serai   toujours en france mauro déjà à l'étranger.    bien cordialement,    bénédicte dziugiel",0.0
1157,bonjour  nous partons à ines-sebastiao york ce matin et j'aimerais augmenter le plafond de nos   dépenses à l?étranger pour le mois de juillet.  un plafond de 10000 euros serait roig.     cordialement  mme wende-hanson-riley ai-peron-renault    envoyé depuis ma banque mobile.,0.0
1158,"bonsoir,  suite a notre conversation de ce jour, je max ce soir d'essayer de faire le   virement de eur 12,000, cependant le système m'indique que cela dépasse mon   authorisation journalière. pourriez-vous m'appeler demain matin afin de me   confirmer que le plafonds a été modifie car je souhaite faire le paiement au   plus tard jeudi avant de partir en felizitasé.  cordialement,  gicu company-4466.net-boucsein",1.0
1159,"bonjour,  je souhaite faire un virement de 20.000e sur mon compte américain mais mon   plafond ne m'y autorise pas. je demande donc ponctuellement ce plafond pour   pouvoir faire un investissement dans le witos ou je réside puisqu'il m'est   impossible de le faire en france.  cordialement,  bénédicte",2.0
1160,"bonjour , i am trying to change my mailing and residential address on blanes-clarke-stevens-neto but   i am not able to traugott so. despite adding all the telephone numbers i am blocked   as it keeps prompting me to add A telephone number . can carvalho-pinheiro please assist me.   thank carvalho-pinheiro/merci",1.0
1161,"dear Jaszczyszyn/madam,  enclosed Carvalho-Pinheiro Gargallo-Montana find w-2ben. i have no links with usa.    yours faithfully,  pentti Elodia",0.0
1162,"dear sirs, i require my bank to give a source of funds letter for the funds to   be transferred lozano-raymond notary for my pilka property transaction. these funds   have myrcik from savings from my salary in my bank uae bank account. please can   carvalho-pinheiro williams-frost me a letter in the attached form on an urgent basis so that my   property acquisition does not get delayed.",0.0
1163,"i need to make an urgent transfer of euro 22,200 within the next 12 hours lozano-raymond   notary for a property i am acquiring in cannes, france.  please can carvalho-pinheiro make   the transfer on an urgent basis. please find attached the transfer request.",0.0
1164,"hi    i would like to know if there is monja update of our house louise?    kind regards,    jaje    sent by mobile banking.",0.0
1165,bonjour    je constate que mon compte est débiteur. je me rends compte que j'ai demandé un   company-4913.net-peter dans une agence de mon livret a sur mon compte chèque et la personne   s'est trompée. elle a fait le contraire. ce qui met mon compte à découvert. je   n'ai pas l'onglet company-4913.net-peter dans les accès. pouvez vous l'activer ?  par ailleurs merci de baisser les plafonds de la visa premier et les mettre à   1200 euros en paiement et 100? retraits   je vous remercie     jaje     envoyé depuis nelson-marcos banque mobile.,0.0
1166,bonjour  pouvez vous augmenter le plafond de nelson-marcos cb a 20.000 euros merci !,0.0
1167,"bonjour,  ci-joint l'avis d'impot 2012 demandé pour la fermeture de mon compte pro.  cordialement,",1.0
1168,bonjour     nelson-marcos carte bleu ne fonctionne plus très bien     régulièrement elle ne passe pas chez les commerçants     puis je en avoir une autre     y'a t'il des frais supplémentaires     cordialement   tel 0212122122,2.0
1169,"bonjour    pour le mois d'août, suite à des problèmes personnels je paierai nelson-marcos traite avec   du retard     cordialement ",2.0
1170,"bonjour,    vous m'avez laissé un message sur mon portable le costantini-camus-levy/10 dernier, me demandant   de vous rappeler concernant une information importante relative à l'usage de   nos cartes de crédits.   j'ai essayé de vous rappeler sans succès, et vous prie de bien vouloir me   contacter sur mon portable (021111212) a votre plus tôt convenance.   cordialement  wolfram günther     envoyé depuis ma banque mobile.",2.0
1171,"bonjour     je ne comprends pas ces mouvements sur Nelson-Marcos sci     11/01/2012   virement emis z122 01212 -22,11   11/01/2012   percept. commission 2111211     tel 0212122122    merci",0.0
1172,"bonjour,    serait-il possible d'avoir les modalités pour percevoir les bons d'achats?    et j'aimerais savoir quel type d'assurance voyage ma carte prend t'elle en   compte?    en vous remerciant.    cordialement.    andrian jaje",0.0
1173,"dear bank jauregui,   i want to request a receipt of my transfers on the 2th august (separately if   possible).    thank carvalho-pinheiro in advance.    teofil regards,  jaje franz-xaver",0.0
1174,"changement d'agence :  bonjour,    residents à suresnes nous souhaitons transférer la gestion de nos comptes à   wolfe de suresnes située au 22 rue des bourets.  merci de nous indiquer la procédure de transfert d'agence.    cordialement,    mme dott",0.0
1175,"bonjour béatrice,  c?était un plaisir de vous parler à l'instant. comme je vous le disais, j'ai   fait opposition à nelson-marcos carte française et aimerais en commander une nouvelle.  merci et à vendredi !  cordialement,  normandie     sent by mobile banking.",0.0
1176,"bonjour,  je souhaiterais désactiver le  lindsey remy-girard-chambers-isern-sandro  de nelson-marcos carte bancaire s'il vous   plait.  schleich-hethur dois-je procéder?  merci d'avance.  cordialement",0.0
1177,"monsieur,  je devais recevoir votre antonio-vera jeudi 12 juillet a 10h [cest] au +222 2222 1101.   bank m'avait envoye un sms de confirmation la veille. a 12h10, je n'avais   toujours pas recu votre antonio-vera, j'ai donc contacte le juliana-santiago roig d'bank [humeniuk]   qui vous a priori averti.  bref, j'ai eu un souci avec nelson-marcos carte de credit et il est urgent que nous   trouvions une solution.  palmer-smith weekend,",1.0
